2.858	-3337.142
2.873	-3327.178
2.913	-3312.687
2.897	-3301.796
2.891	-3340.954
2.891	-3334.431
2.867	-3350.832
2.870	-3396.610
2.885	-3357.151
2.788	-3334.544
2.788	-3297.431
2.730	-3337.396
2.814	-3354.971
2.861	-3330.196
2.854	-3332.431
2.832	-3299.495
2.816	-3357.707
2.798	-3349.999
2.828	-3373.455
2.932	-3376.542
2.918	-3341.731
3.048	-3350.312
3.118	-3323.594
3.102	-3353.348
3.062	-3338.420
3.034	-3347.284
3.039	-3370.103
2.971	-3354.211
2.981	-3389.212
3.037	-3390.644
3.027	-3388.485
3.004	-3373.820
3.056	-3367.509
3.022	-3380.584
3.098	-3334.188
3.078	-3345.952
2.939	-3343.514
2.975	-3333.330
2.983	-3329.781
3.025	-3316.712
2.931	-3355.825
2.980	-3358.631
2.954	-3371.695
3.063	-3366.114
3.156	-3322.660
3.104	-3380.319
3.139	-3348.094
3.137	-3348.160
3.163	-3359.008
3.165	-3334.544
3.169	-3335.472
3.148	-3327.203
3.159	-3321.493
3.120	-3329.459
3.111	-3302.321
3.061	-3341.638
3.043	-3305.946
3.045	-3354.885
3.024	-3364.527
3.046	-3338.802
3.020	-3346.635
3.063	-3334.653
3.083	-3304.824
3.106	-3339.474
3.094	-3366.219
3.068	-3343.676
3.039	-3384.106
3.043	-3380.854
3.063	-3368.099
3.039	-3326.589
3.074	-3338.949
2.993	-3331.307
3.059	-3350.855
2.993	-3381.353
3.082	-3372.474
3.080	-3346.700
3.055	-3306.262
3.058	-3330.061
3.024	-3328.080
3.021	-3345.547
2.982	-3332.887
3.041	-3327.627
3.037	-3339.411
3.036	-3333.078
3.008	-3350.542
3.080	-3373.297
3.039	-3313.412
2.989	-3332.684
3.001	-3348.178
3.060	-3378.444
3.050	-3322.645
3.047	-3368.734
3.001	-3387.033
3.011	-3353.698
3.019	-3380.599
2.933	-3365.655
2.984	-3322.712
3.104	-3308.942
3.083	-3355.863
3.109	-3371.367
